protein,PDB ID,SMILES,Affinity Type,Affinity,pAffinity
Dopamine RECEPTOR D5,8IRV,CN1CCc2ccccc2Cc2ccc(O)cc2CC1,Ki,1.69,8.772113295
Dopamine RECEPTOR D5,8IRV,CN1CCc2cc(O)ccc2Cc2ccc(O)cc2CC1,Ki,1.68,8.774690718
Dopamine RECEPTOR D5,8IRV,CN1CCc2ccccc2Cc2c(CC1)ccc(O)c2Cl,Ki,1.6,8.795880017
Dopamine RECEPTOR D5,8IRV,CN1CCc2c(Cl)c(O)c(O)cc2[C@@H](C1)c1cccc(C)c1,Ki,1.53,8.815308569
Dopamine RECEPTOR D5,8IRV,CN1CCc2ccccc2Cc2ccc(O)cc2CC1,Ki,1.5,8.823908741
Dopamine RECEPTOR D5,8IRV,CN1CCc2ccccc2Cc2ccc(O)cc2CC1,Ki,1.5,8.823908741
Dopamine RECEPTOR D5,8IRV,CN1CCc2ccccc2Cc2ccc(O)cc2CC1,Ki,1.5,8.823908741
Dopamine RECEPTOR D5,8IRV,CN1CCc2ccccc2Cc2ccc(O)cc2CC1,Ki,1.5,8.823908741
Dopamine RECEPTOR D5,8IRV,CN1CCc2ccccc2Cc2ccc(O)cc2CC1,Ki,1.5,8.823908741
Dopamine RECEPTOR D5,8IRV,CN1CCc2cc(Cl)c(O)cc2[C@@H]2[C@@H]1CCc1c(O)cccc21,Ki,1.4,8.853871964
Dopamine RECEPTOR D5,8IRV,CN1CCc2ccccc2Cc2cc(Cl)c(O)c(Cl)c2CC1,Ki,1.2,8.920818754
Dopamine RECEPTOR D5,8IRV,CN(Cc1ccc(cc1)[C@H]1CN(C)CCc2cc(Cl)c(O)cc12)S(=O)(=O)c1ccccc1,Ki,1.2,8.920818754
Dopamine RECEPTOR D5,8IRV,CN1CCc2ccccc2Cc2c(CC1)ccc(O)c2Cl,Ki,0.98,9.008773924
Dopamine RECEPTOR D5,8IRV,Cc1cccc(c1)C1CNCCc2c(Cl)c(O)c(O)cc12,Ki,0.88,9.055517328
Dopamine RECEPTOR D5,8IRV,[2H]c1c([2H])c([2H])c([C@@H]2C[C@@H](N3CCNC(C)(C)C3)c3cc(Cl)ccc23)c([2H])c1[2H],Ki,0.67,9.173925197
Dopamine RECEPTOR D5,8IRV,CN1CCCc2ccccc2Cc2[nH]c3ccccc3c2CC1,Ki,0.61,9.214670165
Dopamine RECEPTOR D5,8IRV,CN1CCOc2cc(O)ccc2Cc2ccccc2CC1,Ki,0.57,9.244125144
Dopamine RECEPTOR D5,8IRV,CN1CCc2cc(O)ccc2Cc2ccc(O)cc2CC1,Ki,0.54,9.26760624
Dopamine RECEPTOR D5,8IRV,Oc1cc2CCNC[C@H](c3ccccc3)c2cc1O,Ki,0.5,9.301029996
Dopamine RECEPTOR D5,8IRV,CN1CCc2cc(Br)c(O)cc2C(C1)c1ccccc1,Ki,0.4,9.397940009
Dopamine RECEPTOR D5,8IRV,CN1CCc2c(Cc3ccccc3CC1)[nH]c1ccc(O)cc21,Ki,0.39,9.408935393
Dopamine RECEPTOR D5,8IRV,CN1CCN(CC1(C)C)[C@@H]1C[C@H](c2ccc(Cl)cc12)c1ccccc1,Ki,0.37,9.431798276
Dopamine RECEPTOR D5,8IRV,CN1CCc2cc(Cl)c(O)cc2[C@H](C1)c1ccccc1,Ki,0.3,9.522878745
Dopamine RECEPTOR D5,8IRV,CN1CCc2cc(Cl)c(O)cc2[C@H](C1)c1ccccc1,Ki,0.3,9.522878745
Dopamine RECEPTOR D5,8IRV,COc1ccc2n(C)c3Cc4ccccc4CCN(C)CCc3c2c1,Ki,0.23,9.638272164
Dopamine RECEPTOR D5,8IRV,CN1CCc2ccccc2Cc2ccc(O)c(Cl)c2CC1,Ki,0.057,10.24412514
Dopamine RECEPTOR D5,8IRV,CN1CCc2ccccc2Cc2ccc(O)c(Cl)c2CC1,Ki,0.053,10.27572413
